FIPS,POP_ESTIMATE_2018,R_NET_MIG_2018
40007,5319,-9.4
40009,21709,-5.9
40011,9485,-6.2
40013,47192,14.7
40015,28977,-11
40017,144447,25.6
40019,48177,-2.4
40021,48675,-6.2
40023,14668,-8.8
40025,2153,-2.8
40027,281669,3.1
40029,5520,-19.9
40031,120422,-15.9
40033,5776,-8.1
40035,14306,2.3
40037,71604,-1.7
40039,29036,-1.7
40041,42733,7.1
40043,4894,5.3
40045,3952,-3.5
40047,60913,-13.4
40049,27811,-2.4
40051,55551,11
40053,4326,-12.9
40055,5821,6.2
40057,2664,-9.3
40059,3797,-11.5
40061,12668,-4.7
40063,13335,4.5
40065,24949,-18.8
40067,6123,-5.7
40069,10949,-9.3
40071,44161,-9
40073,15816,6.5
40075,8729,-13.3
40077,10231,-12.6
40079,49980,3.6
40081,34920,-3.2
40083,47291,6.7
40085,10134,6.7
40087,39985,14.4
40089,32703,-5.2
40091,19815,9
40093,7644,-7.1
40095,16806,21.3
40097,41107,5.4
40099,13953,8.2
40101,68362,-8.2
40103,11289,-1.3
40105,10218,-4
40107,12098,3.1
40109,792582,0.9
40111,38335,-10.7
40113,47014,-3.9
40115,31175,-0.7
40117,16390,-3.2
40119,82040,-0.9
40121,43877,-3.6
40123,38247,-3.5
40125,72679,5.2
40127,11179,8.8
40129,3656,-8.7
40131,91984,4.2
40133,24578,-11.7
40135,41179,-2.6
40137,43265,-2.2
40139,20455,-31.1
40141,7348,-10.6
40143,648360,-2.3
40145,80110,11.7
40147,51843,-2.7
40149,11127,-2.4
40151,8897,-18.9
40153,20222,-13.6
41000,4190713,8.4
41001,16006,-1.2
41003,92101,4.1
41005,416075,6.2
41007,39764,17
41009,52377,10
41011,64389,14.3
41013,23867,32.7
41015,22813,14
41017,191996,25.3
41019,110283,12.7
41021,1894,19.2
41023,7176,4.5
41025,7329,3.6
41027,23428,-5.9
41029,219564,13
41031,24192,18
41033,87393,11.6
41035,67653,12.9
41037,7879,-0.5
41039,379611,10.6
41041,49388,15.3
41043,127335,16.8
41045,30725,3.3
41047,346868,11.4
41049,11372,6.4
41051,811880,0.4
41053,85234,14.5
41055,1708,-22
41057,26787,10.2
41059,77516,1.5
41061,26461,5.5
41063,7081,7.5
41065,26505,5.8
41067,597695,5.3
41069,1366,8.8
41071,107002,11.2
42000,12807060,1.2
42001,102811,5.3
42003,1218452,-0.9
42005,65263,-5.7
42007,164742,-2.7
42009,48176,-3.8
42011,420152,4.4
42013,122492,-2.2
42015,60833,-1.6
42017,628195,2.3
42019,187888,5.6
42021,131730,-6.5
42023,4492,-20.4
42025,64227,8.9
42027,162805,3
42029,522046,3.9
42031,38779,-3
42033,79388,-2.1
42035,38684,-3.8
42037,65456,-0.2
42039,85063,-7.4
42041,251423,7.4
42043,277097,1.7
42045,564751,0.7
42047,30169,-1.7
42049,272061,-7.1
42051,130441,-3.2
42053,7279,3.3
42055,154835,0.9
42057,14523,4.1
42059,36506,-7.3
42061,45168,-0.7
42063,84501,-3.7
42065,43641,-2.2
42067,24704,2
42069,210793,2.5
42071,543557,1.5
42073,86184,-2.1
42075,141314,11.9
42077,368100,5.1
42079,317646,2.8
42081,113664,-0.9
42083,40968,-5
42085,110683,-4.8
42087,46222,-2.8
42089,169507,9.2
42091,828604,4.1
42093,18240,-1.6
42095,304807,6.6
42097,91083,-5.1
42099,46139,1.4
42101,1584138,-0.9
42103,55933,8.8
42105,16622,-9.5
42107,142067,-0.8
42109,40540,-2
42111,73952,-1.2
42113,6071,-1.5
42115,40589,-6.4
42117,40763,3.7
42119,44785,1
42121,51266,-7.4
42123,39498,-0.9
42125,207346,2.8
42127,51276,5.5
42129,350611,-0.2
42131,27046,-9.4
42133,448273,4
44000,1057315,0.1
44001,48649,0.9
44003,163861,3.1
44005,82542,-5
44007,636084,-0.2
44009,126179,0.7
45000,5084127,11.1
45001,24541,2.3
45003,169401,6.2
45005,8903,-7.4
45007,200482,10.5
45009,14275,-4
45011,21112,-9
45013,188715,10.6
45015,221091,25
45017,14520,-7.2
45019,405905,7
45021,57078,2.3
45023,32251,1.6
45025,45754,-1.4
45027,33700,-5.5
45029,37660,5.4
45031,66802,-2
45033,30599,1.7
45035,160647,7.3
45037,27052,14
45039,22402,-4.9
45041,138159,-2.8
45043,62249,11.3
45045,514213,11.4
45047,70741,2.6
45049,19351,-5.4
45051,344147,35.5
45053,28971,17.5
45055,65592,7.7
45057,95380,28.4
45059,66994,2.4
45061,17142,-1.1
45063,295032,11.9
45065,9410,-6
45067,31039,-4.9
45069,26398,-9.5
45071,38520,2.5
45073,78374,14.8
45075,86934,-5.7
45077,124937,9.9
45079,414576,3.9
45081,20544,4.7
45083,313888,21.5
45085,106512,-2.3
45087,27410,-0.4
45089,30606,-15.5
45091,274118,26.1
46000,882235,4.9
46003,2801,9
46005,18883,8.1
46007,3468,1.4
46009,6980,0
46011,35232,9.6
46013,39316,-4.4
46015,5229,-23.7
46017,2036,1
46019,10222,9.3
46021,1377,0.7
46023,9338,-15.1
46025,3739,5.7
46027,14041,-2.5
46029,28015,-6.3
46031,4165,-19.4
46033,8726,8.2
46035,19790,-5.2
46037,5505,4.2
46039,4337,6.5
46041,5904,-4.9
46043,2935,-4.1
46045,3875,-12.8
46047,6758,16.4
46049,2330,-6.4
46051,7147,-7.7
46053,4212,-3.1
46055,1918,-10.4
46057,6111,4.1
46059,3262,-10.1
46061,3376,-18
46063,1249,-0.8
46065,17650,-4.5
46067,7380,-3
46069,1282,-19.3
46071,3307,-11.8
46073,2043,6.4
46075,928,0
46077,4919,-5.5
46079,13057,19.1
46081,25741,4.9
46083,58807,27
46085,3821,-29.9
46087,5546,3.1
46089,2407,0
46091,5112,15.2
46093,28294,9
46095,2042,-20
46097,2213,-2.3
46099,192876,7.1
46101,6579,1.2
46102,14309,-11.3
46103,111729,8.9
46105,2922,-14.6
46107,2207,0.9
46109,10447,7.9
46111,2429,-20.5
46115,6495,-5.5
46117,3022,2.3
46119,1392,-19.3
46121,10283,-8.6
46123,5478,2.6
46125,8424,15.1
46127,15619,20.2
46129,5587,2.3
46135,22869,4
46137,2742,-3.3
47000,6770010,7.3
47001,76482,6.3
47003,49038,14.9
47005,16184,21.1
47007,14755,4
47009,131349,12.2
47011,106727,12.1
47013,39583,2.9
47015,14462,19.2
47017,28020,10.5
47019,56351,2.4
47021,40439,2.2
47023,17276,6.7
47025,31756,7.5
47027,7717,9.1
47029,35774,12.2
47031,55700,13.9
47033,14328,-6.5
47035,59673,17
47037,692587,-1
47039,11706,3.5
47041,20138,16.2
47043,53446,11
47045,37320,-2.2
47047,40507,11.3
47049,18217,9.4
47051,41890,8.9
47053,49045,-0.1
47055,29503,6.1
47057,23145,3.8
47059,69087,8.8
47061,13346,3.6
47063,64569,7.1
47065,364286,7.3
47067,6549,-0.6
47069,25220,-5.1
47071,25776,3.6
47073,56530,4.7
47075,17335,-13.2
47077,27847,4.9
47079,32358,2.8
47081,25063,9.1
47083,8263,12.3
47085,18486,5.2
47087,11758,11.5
47089,54012,8.9
47091,17778,12.9
47093,465289,7.8
47095,7411,-1.7
47097,25825,-12
47099,43734,8.9
47101,12086,6.2
47103,34117,9.7
47105,53054,18.4
47107,53285,8.7
47109,25832,-2.9
47111,24265,13.3
47113,97605,-1.4
47115,28575,7.2
47117,33683,20.4
47119,94340,19.7
47121,12306,22.2
47123,46357,7.1
47125,205950,18.8
47127,6411,8
47129,21579,5.1
47131,30267,-2.5
47133,22068,7.6
47135,8064,12.7
47137,5082,7.5
47139,16898,11.6
47141,78843,17.3
47143,33044,9.3
47145,53140,9
47147,71012,9.3
47149,324890,19.1
47151,22039,3.7
47153,14876,8.8
47155,97892,6.1
47157,935764,-5
47159,19942,12.7
47161,13561,15.7
47163,157668,7.7
47165,187149,16.8
47167,61581,3
47169,11012,12.8
47171,17761,6.9
47173,19688,15.2
47175,5765,7.3
47177,40878,4.4
47179,128607,9
47181,16558,4.8
47183,33415,4.4
47185,27107,15
47187,231729,20.8
47189,140625,26.2
48000,28701845,6.6
48001,58057,-0.8
48003,18128,20.2
48005,87092,-9.4
48007,23792,-62.1
48009,8786,-0.2
48011,1892,3.2
48013,50310,19.4
48015,29989,5.8
48017,7027,-17.3
48019,22824,24.2
48021,86976,20.3
48023,3582,11.5
48025,32587,-3.6
48027,355642,11.2
48029,1986049,6.7
48031,11702,17.7
48033,648,-33.4
48035,18691,22.4
48037,94324,2.2
48039,370200,14.2
48041,226758,6.7
48043,9267,-9.2
48045,1516,-2.6
48047,7114,-9.8
48049,37924,3.3
48051,18389,18
48053,47542,18.3
48055,43247,14
48057,21561,-12
48059,13994,3.6
48061,423908,-7.2
48063,13033,8.5
48065,6005,2.8
48067,30119,8.7
48069,7665,-19.6
48071,42454,18
48073,52592,4.6
48075,7291,-1.8
48077,10456,0.2
48079,2836,-16.9
48081,3370,23.1
48083,8397,2.9
48085,1005146,27.6
48087,2962,-7.7
48089,21217,-0.9
48091,148373,49.6
48093,13534,2.5
48095,4276,-4.7
48097,40574,10.9
48099,74808,-7.1
48101,1389,5.1
48103,4794,7.8
48105,3499,-17
48107,5779,-17.7
48109,2204,-23.4
48111,7200,-17.1
48113,2637772,-3.1
48115,12619,-15
48117,18760,-13.9
48119,5349,10
48121,859064,20.7
48123,20187,-1.4
48125,2249,18
48127,10308,-9.3
48129,3319,-6.6
48131,11212,-5.1
48133,18322,0.7
48135,162124,21.8
48137,1928,-9.3
48139,179436,27.5
48141,840758,-8
48143,42446,10.8
48145,17335,-6.4
48147,35286,22.5
48149,25349,10.7
48151,3839,-15.2
48153,5837,-10.6
48155,1200,-4.2
48157,787858,19.9
48159,10766,0.3
48161,19808,7.7
48163,19816,7.6
48165,20901,-3
48167,337890,7.2
48169,6578,-0.2
48171,26804,14.7
48173,1388,14.6
48175,7584,3
48177,20826,-2.4
48179,21895,-11
48181,133991,19.7
48183,123707,2
48185,28360,10.6
48187,163694,19
48189,33830,-10.1
48191,3028,-4.9
48193,8484,14.6
48195,5463,-9
48197,3922,-8.9
48199,57207,-1.6
48201,4698619,-1.6
48203,66726,1.1
48205,5619,-25.6
48207,5813,8.5
48209,222631,30.9
48211,3825,-33.5
48213,82299,17.7
48215,865939,-2.7
48217,36354,14.9
48219,22980,-3.3
48221,60537,40.9
48223,36810,8
48225,23169,5.1
48227,36459,4.8
48229,4795,37.9
48231,96493,24.6
48233,21198,-11.1
48235,1522,2.6
48237,8843,-0.3
48239,14874,-1.1
48241,35872,8.9
48243,2252,-7.1
48245,255001,-9.7
48247,5248,-4
48249,40822,-6.6
48251,171361,20.7
48253,19817,-1.3
48255,15650,6.2
48257,128622,39.8
48259,45641,36.7
48261,442,34.7
48263,726,-39
48265,52405,14.2
48267,4362,-6.2
48269,277,-53
48271,3767,-2.1
48273,31129,-5.3
48275,3653,-5.2
48277,49728,3
48279,13158,-7
48281,21229,13.5
48283,7531,-10.6
48285,20110,5.8
48287,17144,-2.6
48289,17270,1.2
48291,86323,26
48293,23519,-1
48295,3355,-9.2
48297,12166,-2.9
48299,21646,27.9
48301,152,69.4
48303,307412,3.2
48305,5877,0.2
48307,7987,6.8
48309,254607,8.8
48311,749,-41.7
48313,14422,8.7
48315,9928,-7.6
48317,5753,25.5
48319,4280,21
48321,36552,-11.4
48323,58485,-7.4
48325,50921,10.8
48327,2139,10.3
48329,172578,32.1
48331,25131,5.4
48333,4921,1.4
48335,8145,-14.7
48337,19596,11.1
48339,590925,26.6
48341,21485,-30.7
48343,12339,-1.5
48345,1234,6.5
48347,65711,-1.4
48349,49565,13
48351,13746,-9.1
48353,14751,-7
48355,362265,-0.8
48357,9947,-20.6
48359,2131,0.9
48361,83572,-17.6
48363,28875,10.5
48365,23148,-2.8
48367,138371,31
48369,9864,-3.6
48371,15673,-1.7
48373,50031,23
48375,119648,-12.8
48377,6948,-36.7
48379,12159,36.1
48381,136271,9.7
48383,3741,-3.2
48385,3478,19.4
48387,12175,2.4
48389,15695,19.5
48391,7032,-26.7
48393,903,-39.1
48395,17284,4.1
48397,100657,33.7
48399,10234,-8
48401,54450,2.1
48403,10589,18.4
48405,8232,-3
48407,28719,16.7
48409,66893,-10.4
48411,6054,5.5
48413,2895,-34.6
48415,16866,-11.7
48417,3253,-14.3
48419,25418,2.1
48421,3079,8.2
48423,230221,7.9
48425,9016,20.3
48427,64525,-8.6
48429,9433,14.5
48431,1311,11.5
48433,1362,-16.7
48435,3758,-15.9
48437,7462,-3.9
48439,2084931,6.1
48441,137640,2
48443,823,2.4
48445,12287,-17.9
48447,1515,-1.3
48449,33033,-0.8
48451,118189,0.6
48453,1248743,9.1
48455,14740,7.6
48457,21696,10.2
48459,41260,2.5
48461,3671,-7.6
48463,26846,-14.3
48465,49208,-6.2
48467,56019,15.2
48469,92035,-4.7
48471,72480,0.8
48473,53126,28.5
48475,11720,19.7
48477,35108,5.4
48479,275910,-6.2
48481,41619,-10.4
48483,5191,-25.9
48485,132064,-0.3
48487,12820,5.1
48489,21515,-6.8
48491,566719,30.3
48493,50224,18
48495,7720,12.4
48497,68305,33.9
48499,45129,24
48501,8591,-8.7
48503,18045,5.2
48505,14190,-16.4
48507,11983,-4.1
49000,3161105,8
49001,6580,20.8
49003,54950,9.7
49005,127068,6.2
49007,20269,3.8
49009,980,-39
49011,351713,2.7
49013,19964,-7.4
49015,10014,-2.4
49017,5080,-0.8
49019,9764,10.1
49021,52775,27.8
49023,11555,17.3
49025,7709,19.4
49027,13006,5.6
49029,12045,3.8
49031,1445,21.7
49033,2464,16.9
49035,1152633,3.7
49037,15449,2.6
49039,30623,14.3
49041,21539,5
49043,41933,7.1
49045,69907,26.3
49047,35438,-2.7
49049,622213,9.6
49051,33240,28.2
49053,171700,28.8
49055,2690,-12.9
49057,256359,8.9
50000,626299,2.9
50001,36973,1.2
50003,35631,1.4
50005,30302,4.7
50007,164572,8.1
50009,6250,9.8
50011,49421,5.6
50013,7090,16.3
50015,25300,-3.8
50017,28999,-0.5
50019,26907,4.4
50021,58672,-2.7
50023,58140,-2.1
50025,42756,-1.6
50027,55286,1.9
51000,8517685,2.6
51001,32412,-0.7
51003,108718,6.5
51005,14910,-5.2
51007,13013,5.7
51009,31666,-3.8
51011,15841,8.8
51013,237521,1.5
51015,75457,7
51017,4292,3.5
51019,78747,9.2
51021,6293,-2.2
51023,33277,4.7
51025,16384,-8.2
51027,21221,-5.8
51029,16999,1.9
51031,54973,-0.5
51033,30772,8.6
51035,29636,2.9
51036,6941,-0.1
51037,11938,-8.5
51041,348556,11.6
51043,14523,6.4
51045,5064,7.1
51047,51859,7.7
51049,9809,3.4
51051,14523,-7.8
51053,28529,5.2
51057,10919,-5.7
51059,1150795,-3.7
51061,70675,14.3
51063,15795,2.1
51065,26783,12.6
51067,56195,0.6
51069,88355,17.9
51071,16844,7.3
51073,37349,3.6
51075,23244,24.7
51077,15631,2.6
51079,19779,2.5
51081,11627,-9.1
51083,34120,-7.5
51085,107239,12.1
51087,329261,3.4
51089,50953,0.5
51091,2210,1.4
51093,36953,11.2
51095,76397,11.7
51097,7042,10.3
51099,26575,5.1
51101,16939,10.2
51103,10783,9.8
51105,23541,-5.7
51107,406850,15.2
51109,36778,24
51111,12086,-6.6
51113,13295,2.4
51115,8802,16
51117,30650,3.9
51119,10769,16.2
51121,98985,5.6
51125,14836,4.8
51127,22391,27.9
51131,11735,-4.2
51133,12147,-1.5
51135,15420,1.3
51137,36644,18.2
51139,23933,10
51141,17673,3.1
51143,60949,-2.3
51145,29189,17.8
51147,22950,11.7
51149,38082,3.3
51153,468011,-0.4
51155,34066,0.2
51157,7252,-4.8
51159,9038,13.2
51161,94073,6.2
51163,22752,10.6
51165,81244,10.4
51167,26748,-5.3
51169,21534,-4.2
51171,43497,4.7
51173,30472,-1.4
51175,17586,-2.9
51177,134238,6.8
51179,149960,15
51181,6474,-6.5
51183,11237,-9.1
51185,40855,-1
51187,40003,13.8
51191,54402,2.6
51193,17830,7.1
51195,38012,-13.9
51197,28754,-0.8
51199,67846,-2.3
51510,160530,-6.6
51520,16482,-4.2
51530,6237,0.3
51540,48117,-1.6
51550,242634,5.8
51570,17833,5
51580,5460,8.2
51590,40693,-2.7
51595,5121,-18.4
51600,24574,-1
51610,14772,8.3
51620,8013,-10.7
51630,29144,16.9
51640,6423,-4.2
51650,134313,-4.6
51660,54033,-5
51670,22596,-1.4
51678,7136,13.1
51680,82126,7.7
51683,41641,-10.4
51685,17307,38.1
51690,12902,-6.6
51700,178626,-10.7
51710,244076,-8.7
51720,3968,20.6
51730,31567,-8.5
51735,12190,12.3
51740,94632,-3.9
51750,18339,34.2
51760,228783,4.5
51770,99920,1.7
51775,25643,0.2
51790,24922,12.1
51800,91185,6.3
51810,450189,-4.7
51820,22628,8.2
51830,14896,1.1
51840,28108,-8.2
53000,7535591,10.3
53001,19759,-10.4
53003,22610,6
53005,201877,10.7
53007,77036,4.3
53009,76737,17.9
53011,481857,11
53013,4059,11.1
53015,108987,18
53017,42907,12.1
53019,7649,8.8
53021,94347,11.2
53023,2247,16.6
53025,97331,7.7
53027,73901,20
53029,84460,11.1
53031,31729,23.2
53033,2233163,7.5
53035,269805,9.3
53037,47364,23.2
53039,22107,16.2
53041,79604,16.4
53043,10740,16.3
53045,65507,26.1
53047,42132,4.9
53049,22036,22.6
53051,13602,20.7
53053,891299,10.8
53055,17128,26.2
53057,128206,15.2
53059,11924,6.6
53061,814901,9.2
53063,514631,14.3
53065,45260,13.9
53067,286419,18.3
53069,4426,38.6
53071,60922,3.8
53073,225685,15.2
53075,49791,5.4
53077,251446,-3
54000,1805832,-3.7
54001,16535,4
54003,117123,15.6
54005,21951,-15.4
54007,14089,-5.9
54009,22203,-3.8
54011,93224,-11.7
54013,7254,-7.3
54015,8632,-6
54017,8406,-12.3
54019,43018,-7.6
54021,8026,-1.5
54023,11626,-1.4
54025,34786,-8.3
54027,23347,1.6
54029,29094,-4
54031,13775,-5.1
54033,67554,-3.1
54035,28706,-4.1
54037,56811,6.8
54039,180454,-12.2
54041,16024,-5.7
54043,20599,-9.9
54045,32607,-7.7
54047,18223,-8.6
54049,56097,-4
54051,30785,-10.4
54053,26718,0.3
54055,59131,-6.7
54057,26940,-5.1
54059,23785,-10
54061,106420,1.3
54063,13280,-2.9
54065,17787,10
54067,24842,-7.8
54069,41755,-3.1
54071,6997,5.7
54073,7507,9.9
54075,8414,-5
54077,33839,2.2
54079,56682,1.7
54081,74254,-7.2
54083,28823,0.1
54085,9721,-4
54087,13932,-0.9
54089,12760,-4.3
54091,16862,-0.4
54093,6955,-0.1
54095,8746,-4.4
54097,24415,-3.9
54099,39944,-1.5
54101,8285,-3.6
54103,15270,-5
54105,5830,6.7
54107,84203,-8.4
54109,20786,-14.7
55000,5813568,1.2
55001,20348,29
55003,15600,5.5
55005,45164,0
55007,15042,4.1
55009,263378,0.5
55011,13125,1.4
55013,15392,8.7
55015,50159,0.8
55017,64135,4.3
55019,34709,-3
55021,57358,0.7
55023,16291,5.5
55025,542364,5.4
55027,87847,2.1
55029,27610,9.4
55031,43208,-3
55033,45131,7
55035,104534,4.4
55037,4321,-2.8
55039,103066,5.7
55041,8991,2.8
55043,51554,-6.8
55045,36929,1.4
55047,18918,8.1
55049,23771,-0.8
55051,5676,10.6
55053,20478,-1.2
55055,85129,2.7
55057,26617,4.9
55059,169290,1.2
55061,20383,-0.9
55063,118230,-0.6
55065,16665,-4.8
55067,19268,5.9
55069,27689,-1.7
55071,79074,0
55073,135428,-2.8
55075,40434,6.7
55077,15434,12
55078,4658,-2.4
55079,948201,-7.7
55081,46051,6.5
55083,37830,9
55085,35470,10
55087,187365,2.1
55089,89147,7.9
55091,7289,5.2
55093,42555,11.5
55095,43598,5.8
55097,70942,2.3
55099,13397,1.7
55101,196584,0.1
55103,17377,-5.7
55105,163129,2
55107,14147,-1.2
55109,89694,8
55111,64249,2.8
55113,16489,8.2
55115,40796,-2.5
55117,115456,0.7
55119,20412,2.3
55121,29442,-1.9
55123,30785,-1.7
55125,21938,15.4
55127,103718,7.4
55129,15878,10.6
55131,135693,3.8
55133,403072,3.9
55135,51128,4.4
55137,24263,5.1
55139,171020,1.5
55141,73055,-1.5
56000,577737,-5.3
56001,38601,-0.4
56003,11881,0.8
56005,46140,-9
56007,14971,-20.7
56009,13640,-8.4
56011,7450,-1.2
56013,39531,-8
56015,13376,-2.9
56017,4555,-21.4
56019,8460,3.7
56021,98976,0.8
56023,19434,3.6
56025,79115,-8.7
56027,2388,-10.4
56029,29324,4.6
56031,8566,1.9
56033,30233,3.7
56035,9813,1.6
56037,43051,-17.2
56039,23081,-14.5
56041,20299,-14.1
56043,7885,-17.2
56045,6967,-2.6
72000,3195153,
72001,17302,
72003,36621,
72005,50598,
72007,24848,
72009,22143,
72011,26031,
72013,82114,
72015,17169,
72017,23504,
72019,27476,
72021,170480,
72023,47117,
72025,124434,
72027,30503,
72029,44296,
72031,147661,
72033,23244,
72035,42349,
72037,11018,
72039,15918,
72041,38288,
72043,37845,
72045,18598,
72047,32320,
72049,1710,
72051,35779,
72053,29699,
72054,11329,
72055,15551,
72057,39521,
72059,17719,
72061,83787,
72063,46068,
72065,38826,
72067,15462,
72069,50532,
72071,40268,
72073,13947,
72075,44510,
72077,37723,
72079,21991,
72081,24484,
72083,7961,
72085,36458,
72087,24686,
72089,17594,
72091,37393,
72093,5426,
72095,10370,
72097,71986,
72099,34909,
72101,30068,
72103,25376,
72105,27209,
72107,20221,
72109,16310,
72111,19402,
72113,133191,
72115,22828,
72117,13627,
72119,47889,
72121,21741,
72123,27083,
72125,30229,
72127,320967,
72129,35900,
72131,35652,
72133,21037,
72135,71094,
72137,74623,
72139,63746,
72141,27545,
72143,35806,
72145,50185,
72147,8364,
72149,21476,
72151,32158,
72153,33860,
